 ,number,MoraActual,Colocado actual,Sucursal,FechaPrimerCompra,FechaUltimaCompra,Recencia,ComprasUltimoMes,ComprasPromedio6meses,ColocadoPromedio6meses,RentabilidadPromedioVale,RentabilidadPromedioMes,UsoLinea,LimiteCredito,LimiteContractual,Estatus,Nivel,R,F,M,Código RFM,Accion requerida
911,223,0,52000,Culiacan,2017-09-07,2025-08-30,5,3,2,"$46,745",$235,$510,0.3810416667,"$120,000","$300,000",Autorizado,Bronce,4,1,3,413,🎟️​ Crecer frecuencia
912,224,0,174495.55,Culiacan,2017-09-04,2025-09-01,3,9,9,"$126,928",$261,"$2,436",0.50805625,"$320,000","$320,000",Autorizado,Oro,4,2,4,424,🔥 Mantener Racha
914,226,0,95885,Culiacan,2017-09-05,2025-08-28,7,11,9,"$116,278",$130,"$1,129",0.2663472222,"$360,000","$360,000",Autorizado,Oro,4,2,3,423,🎟️​ Crecer frecuencia
917,229,0,45398,Culiacan,2017-09-14,2025-08-17,18,3,3,"$42,058",$93,$248,0.3696285714,"$105,000","$300,000",Autorizado,Bronce,3,1,3,313,🥶Enfriándose
919,231,0,76297,Culiacan,2017-09-22,2025-08-23,12,7,7,"$81,227",$143,$977,32.89%,"$232,000","$300,000",Autorizado,Plata,4,2,3,423,🎟️​ Crecer frecuencia
921,233,0,114972,Culiacan,2017-09-19,2025-09-02,2,6,6,"$113,158",$307,"$1,686",0.6386411765,"$170,000","$300,000",Autorizado,Oro,4,1,3,413,🎟️​ Crecer frecuencia
922,234,0,299475,Culiacan,2017-09-19,2025-09-04,0,17,18,"$280,992",$83,"$1,514",80.00%,"$325,000","$400,000",Autorizado,Titanio,5,2,2,522,💎 Ancla de Negocio
923,235,0,39722,Culiacan,2017-10-20,2025-08-23,12,4,4,"$60,430",$129,$472,35.87%,"$90,000","$300,000",Autorizado,Plata,4,1,2,412,🎟️​ Crecer frecuencia
926,238,0,107060.14,Culiacan,2017-09-11,2025-08-29,6,11,6,"$84,761",$139,$836,60.59%,"$160,000","$300,000",Autorizado,Plata,4,3,4,434,🎟️​ Crecer frecuencia
927,239,0,94540.36,Culiacan,2017-09-09,2025-09-02,2,8,6,"$113,221",$170,"$1,076",0.25914,"$400,000","$400,000",Autorizado,Oro,4,2,3,423,🎟️​ Crecer frecuencia
928,240,0,230257,Culiacan,2017-09-13,2025-08-21,14,14,12,"$216,237",$203,"$2,540",0.7641589147,"$258,000","$300,000",Autorizado,Platino,4,2,4,424,🔥 Mantener Racha
929,241,0,230856.57,Culiacan,2017-11-21,2025-09-02,2,13,13,"$215,426",$211,"$2,674",0.7372071429,"$280,000","$300,000",Autorizado,Platino,4,2,4,424,🔥 Mantener Racha
930,242,0,379525.35,Culiacan,2017-10-10,2025-09-03,1,27,22,"$327,202",$172,"$3,838",87.55%,"$380,000","$400,000",Autorizado,Titanio,5,3,3,533,💎 Ancla de Negocio
934,246,0,288263.21,Culiacan,2017-09-15,2025-08-27,8,11,16,"$293,279",$283,"$4,474",85.79%,"$300,000","$300,000",Autorizado,Titanio,4,2,2,422,💎 Ancla de Negocio
935,247,0,33918,Culiacan,2017-09-14,2025-08-21,14,1,2,"$40,685",$344,$689,0.1409268293,"$205,000","$300,000",Autorizado,Bronce,4,1,2,412,🎟️​ Crecer frecuencia
936,248,0,72425,Culiacan,2017-09-14,2025-08-19,16,5,4,"$68,333",$158,$660,32.02%,"$195,000","$300,000",Autorizado,Plata,3,2,3,323,🥶Enfriándose
937,249,0,148319,Culiacan,2017-09-18,2025-09-01,3,14,9,"$124,982",$95,$826,0.82526875,"$160,000","$300,000",Autorizado,Oro,4,2,4,424,🔥 Mantener Racha
939,251,0,131649.9,Culiacan,2017-09-19,2025-08-13,22,7,11,"$133,317",$78,$834,0.3628811794,"$302,515","$302,515",Autorizado,Oro,3,1,3,313,🥶Enfriándose
940,252,0,165092.7,Culiacan,2017-09-16,2025-09-01,3,7,9,"$162,934",$206,"$1,789",0.6798392857,"$224,000","$300,000",Autorizado,Platino,4,1,2,412,🎟️​ Crecer frecuencia
941,253,0,36817,Culiacan,2017-10-06,2025-08-13,22,6,3,"$18,208",$363,$968,0.3265163138,"$112,757","$300,000",Autorizado,Inicial,3,3,5,335,🥶Enfriándose
943,255,0,118967.09,Culiacan,2017-09-28,2025-09-01,3,10,7,"$109,040",$98,$700,0.4725913043,"$230,000","$300,000",Autorizado,Oro,4,2,3,423,🎟️​ Crecer frecuencia
945,257,0,186044.8,Culiacan,2017-11-16,2025-09-02,2,15,11,"$151,085",$208,"$2,219",0.8046909091,"$220,000","$300,000",Autorizado,Platino,4,3,3,433,📈​ Crecer Monto
946,258,0,241820,Culiacan,2017-09-25,2025-08-30,5,12,13,"$223,975",$286,"$3,809",0.7054360656,"$305,000","$305,000",Autorizado,Platino,4,2,4,424,🔥 Mantener Racha
947,259,0,94832.53,Culiacan,2017-10-03,2025-09-01,3,5,5,"$91,183",$184,"$1,012",53.46%,"$160,000","$300,000",Autorizado,Plata,4,2,3,423,🎟️​ Crecer frecuencia
948,260,0,22715,Culiacan,2017-10-11,2025-05-09,118,0,3,"$47,031",$349,"$1,162",0.2781230769,"$65,000","$300,000",Bloqueado (Automatico),Bronce,1,1,2,112,🧊 Hibernando
949,261,0,200767.25,Culiacan,2017-09-22,2025-08-31,4,16,10,"$203,010",$258,"$2,535",0.67271042,"$260,978","$300,000",Autorizado,Platino,4,3,3,433,📈​ Crecer Monto
950,262,0,342314.61,Culiacan,2017-09-23,2025-09-03,1,21,20,"$303,620",$237,"$4,694",90.37%,"$360,000","$400,000",Autorizado,Titanio,5,3,2,532,💎 Ancla de Negocio
951,263,0,298080.29,Navolato,2017-09-30,2025-09-03,1,20,17,"$280,333",$271,"$4,478",69.67%,"$390,000","$400,000",Autorizado,Titanio,5,2,2,522,💎 Ancla de Negocio
952,264,0,291854,Culiacan,2017-09-23,2025-09-04,0,25,22,"$289,299",$187,"$4,124",85.95%,"$300,000","$400,000",Autorizado,Titanio,5,3,2,532,💎 Ancla de Negocio
953,265,0,108193.99,Culiacan,2017-09-30,2025-09-02,2,7,7,"$103,315",$195,"$1,365",0.476302439,"$205,000","$300,000",Autorizado,Oro,4,1,3,413,🎟️​ Crecer frecuencia
955,267,0,259494.7,Culiacan,2017-09-26,2025-09-02,2,18,17,"$268,455",$176,"$2,957",80.55%,"$300,000","$300,000",Autorizado,Titanio,4,2,2,422,💎 Ancla de Negocio
956,268,0,185800.79,Culiacan,2017-10-02,2025-09-03,1,6,12,"$243,191",$185,"$2,191",0.5953762712,"$295,000","$300,000",Autorizado,Platino,5,1,3,513,🎟️​ Crecer frecuencia
957,269,0,236164.4,Culiacan,2017-09-26,2025-08-24,11,16,14,"$247,326",$245,"$3,383",0.662725,"$320,000","$320,000",Autorizado,Platino,4,3,4,434,🎟️​ Crecer frecuencia
959,271,0,279613,Culiacan,2017-10-10,2025-09-02,2,17,17,"$256,073",$158,"$2,689",74.22%,"$330,000","$400,000",Autorizado,Titanio,4,2,2,422,💎 Ancla de Negocio
960,272,0,174763.58,Culiacan,2017-09-28,2025-09-03,1,14,12,"$153,269",$178,"$2,194",0.7589906977,"$215,000","$300,000",Autorizado,Platino,5,2,2,522,🎟️​ Crecer frecuencia
961,273,0,186061.31,Culiacan,2017-09-28,2025-09-03,1,15,9,"$152,844",$145,"$1,377",0.8679425367,"$203,260","$300,000",Autorizado,Platino,5,3,3,533,📈​ Crecer Monto
962,274,0,112453.12,Culiacan,2017-09-30,2025-09-02,2,2,5,"$113,408",$443,"$2,435",0.825425732,"$134,533","$300,000",Autorizado,Oro,4,1,3,413,🎟️​ Crecer frecuencia
963,275,0,296255.36,Culiacan,2017-11-06,2025-08-25,10,18,15,"$241,611",$269,"$4,077",0.7901393939,"$330,000","$400,000",Autorizado,Platino,4,3,5,435,💎 Ancla de Negocio
965,277,0,177464.45,Culiacan,2017-09-30,2025-09-03,1,14,13,"$196,576",$131,"$1,703",0.6411236364,"$275,000","$300,000",Autorizado,Platino,5,2,2,522,🎟️​ Crecer frecuencia
7828,7140,62,4499.48,Navojoa,2022-11-23,2025-03-14,174,0,1,"$10,037",$635,$635,0.1409602697,"$31,920","$100,000",Bloqueado,Inicial,1,1,1,111,🧊 Hibernando
966,278,0,288670.68,Culiacan,2017-10-03,2025-09-01,3,22,17,"$286,172",$197,"$3,411",79.69%,"$330,000","$400,000",Autorizado,Titanio,4,3,2,432,💎 Ancla de Negocio
969,281,0,157172,Culiacan,2017-10-12,2025-09-02,2,10,9,"$133,930",$175,"$1,665",0.725245,"$200,000","$300,000",Autorizado,Oro,4,2,4,424,🔥 Mantener Racha
973,285,0,13402,Culiacan,2017-10-13,2025-08-22,13,1,2,"$7,242",$141,$282,0.24508,"$50,000","$300,000",Autorizado,Inicial,4,1,2,412,🎟️​ Crecer frecuencia
976,288,0,299680,Culiacan,2017-12-09,2025-09-03,1,19,18,"$272,191",$148,"$2,655",81.51%,"$330,000","$400,000",Autorizado,Titanio,5,2,2,522,💎 Ancla de Negocio
977,289,0,59044,Culiacan,2017-10-25,2025-08-18,17,3,3,"$52,232",$275,$872,31.83%,"$160,000","$300,000",Autorizado,Plata,3,1,2,312,🥶Enfriándose
978,290,0,68112.86,Culiacan,2018-04-30,2025-08-31,4,5,5,"$67,647",$135,$629,63.34%,"$95,072","$300,000",Autorizado,Plata,4,2,2,422,🎟️​ Crecer frecuencia
980,292,0,304697.46,Navolato,2017-10-19,2025-09-03,1,20,18,"$299,432",$275,"$4,997",88.63%,"$330,000","$400,000",Autorizado,Titanio,5,2,2,522,💎 Ancla de Negocio
982,294,0,198499,Culiacan,2017-10-17,2025-09-01,3,14,13,"$165,975",$175,"$2,304",0.6793307692,"$260,000","$300,000",Autorizado,Platino,4,2,3,423,🎟️​ Crecer frecuencia
983,295,0,91186,Navolato,2017-10-19,2025-09-03,1,11,6,"$81,777",$221,"$1,368",32.79%,"$270,000","$300,000",Autorizado,Plata,5,3,3,533,📈​ Crecer Monto
985,297,0,3662,Culiacan,2017-10-20,2025-04-08,149,0,2,"$32,385",$168,$336,0.01525833333,"$240,000","$300,000",Autorizado,Bronce,1,1,1,111,🧊 Hibernando
987,299,0,284633.28,Culiacan,2017-10-21,2025-09-03,1,21,20,"$289,082",$162,"$3,207",86.34%,"$300,000","$300,000",Autorizado,Titanio,5,3,2,532,💎 Ancla de Negocio
989,301,0,207719.19,Culiacan,2017-11-19,2025-09-03,1,20,19,"$211,720",$52,$988,0.654565625,"$320,000","$320,000",Autorizado,Platino,5,3,3,533,📈​ Crecer Monto
991,303,0,294774.85,Culiacan,2017-10-26,2025-09-01,3,20,20,"$303,251",$159,"$3,174",86.78%,"$304,000","$304,000",Autorizado,Titanio,4,2,2,422,💎 Ancla de Negocio
997,309,0,119287,Culiacan,2017-11-03,2025-09-03,1,4,7,"$117,312",$282,"$1,972",0.6435705882,"$170,000","$300,000",Autorizado,Oro,5,1,3,513,🎟️​ Crecer frecuencia
999,311,0,83770,Culiacan,2017-11-21,2025-08-20,15,5,6,"$96,253",$156,$909,36.77%,"$190,000","$300,000",Autorizado,Plata,4,2,3,423,🎟️​ Crecer frecuencia
1000,312,0,108368,Culiacan,2017-12-07,2025-08-19,16,7,6,"$104,734",$304,"$1,722",0.6223852088,"$150,251","$300,000",Autorizado,Oro,3,1,3,313,🥶Enfriándose
1002,314,0,176219,Culiacan,2017-11-08,2025-09-03,1,19,10,"$154,508",$185,"$1,848",0.8282681818,"$220,000","$300,000",Autorizado,Platino,5,3,2,532,📈​ Crecer Monto
1006,318,0,278010,Culiacan,2017-11-23,2025-09-03,1,27,16,"$229,764",$232,"$3,833",0.8803333333,"$330,000","$400,000",Autorizado,Platino,5,4,5,545,💎 Ancla de Negocio
1009,321,0,104232.98,Culiacan,2017-11-30,2025-08-31,4,6,8,"$100,628",$82,$671,0.3832893617,"$235,000","$300,000",Autorizado,Oro,4,1,3,413,🎟️​ Crecer frecuencia
1010,322,0,239915,Culiacan,2017-11-30,2025-09-02,2,12,13,"$252,276",$261,"$3,396",75.96%,"$300,000","$300,000",Autorizado,Titanio,4,2,2,422,🎟️​ Crecer frecuencia
1011,323,0,17675,Culiacan,2017-11-28,2025-08-04,31,1,1,"$26,548",$104,$138,0.1583333333,"$90,000","$300,000",Autorizado,Bronce,2,1,1,211,🚨Impedir Abandono
1012,324,0,87646.93,Culiacan,2017-12-01,2025-09-02,2,3,4,"$110,124",$234,$937,0.4709277778,"$180,000","$300,000",Autorizado,Oro,4,1,2,412,🎟️​ Crecer frecuencia
1013,325,0,91190,Culiacan,2017-11-28,2025-08-23,12,4,8,"$109,005",$118,$947,0.43248,"$175,000","$300,000",Autorizado,Oro,4,1,3,413,🎟️​ Crecer frecuencia
1014,326,0,8708,Navolato,2017-12-20,2025-06-11,85,0,1,"$32,863",$263,$350,0.02401,"$300,000","$300,000",Autorizado,Bronce,1,1,1,111,🫨 Reactivación
1016,328,0,212196.66,Culiacan,2017-11-30,2025-08-30,5,13,11,"$177,633",$189,"$2,172",0.7917877551,"$245,000","$300,000",Autorizado,Platino,4,2,3,423,🎟️​ Crecer frecuencia
1017,329,0,396001,Culiacan,2017-12-11,2025-08-31,4,35,31,"$392,560",$145,"$4,433",85.26%,"$400,000","$400,000",Autorizado,Titanio,4,4,3,443,💎 Ancla de Negocio
1018,330,0,66919,Culiacan,2018-01-10,2025-09-02,2,6,3,"$56,947",$164,$546,73.68%,"$86,000","$300,000",Autorizado,Plata,4,2,2,422,🎟️​ Crecer frecuencia
1021,333,0,238746,Culiacan,2017-12-06,2025-09-03,1,14,14,"$206,691",$234,"$3,349",0.7882296296,"$270,000","$300,000",Autorizado,Platino,5,2,4,524,🔥 Mantener Racha
1025,337,0,125586.46,Culiacan,2017-12-07,2025-08-31,4,5,7,"$118,185",$212,"$1,558",0.7773714286,"$140,000","$300,000",Autorizado,Oro,4,1,3,413,🎟️​ Crecer frecuencia
1026,338,0,130301,Culiacan,2017-12-13,2025-09-03,1,5,7,"$119,740",$152,"$1,137",0.5684577778,"$225,000","$300,000",Autorizado,Oro,5,1,3,513,🎟️​ Crecer frecuencia
1027,339,0,42460,Culiacan,2017-12-08,2025-09-01,3,3,4,"$50,539",$132,$461,36.51%,"$130,000","$300,000",Autorizado,Plata,4,1,2,412,🎟️​ Crecer frecuencia
1030,342,0,290151.19,Culiacan,2017-12-17,2025-08-26,9,19,18,"$290,253",$146,"$2,549",84.01%,"$300,000","$300,000",Autorizado,Titanio,4,2,2,422,💎 Ancla de Negocio
1032,344,0,102038,Culiacan,2018-01-12,2025-09-03,1,9,7,"$99,825",$80,$601,49.37%,"$180,000","$300,000",Autorizado,Plata,5,2,3,523,🎟️​ Crecer frecuencia
1033,345,0,188010.75,Culiacan,2017-12-17,2025-09-03,1,18,10,"$161,338",$233,"$2,365",0.7590416667,"$240,000","$300,000",Autorizado,Platino,5,3,3,533,📈​ Crecer Monto
1034,346,0,297059,Culiacan,2018-01-08,2025-09-03,1,19,16,"$283,563",$272,"$4,481",87.74%,"$300,000","$400,000",Autorizado,Titanio,5,2,2,522,💎 Ancla de Negocio
1041,353,0,119121,Navolato,2017-12-29,2025-09-03,1,4,7,"$142,542",$302,"$2,214",0.4187266667,"$300,000","$300,000",Autorizado,Oro,5,1,3,513,🎟️​ Crecer frecuencia
1042,354,0,110263,Culiacan,2017-12-31,2025-09-03,1,8,7,"$76,304",$96,$637,62.99%,"$160,000","$300,000",Autorizado,Plata,5,2,4,524,🔥 Mantener Racha
1043,355,0,9128,Culiacan,2018-02-12,2025-06-02,94,0,2,"$36,836",$166,$291,0.04564,"$200,000","$300,000",Bloqueado (Automatico),Bronce,1,1,1,111,🧊 Hibernando
1044,356,0,112971,Culiacan,2018-01-02,2025-09-02,2,7,6,"$111,528",$266,"$1,732",0.4573215686,"$255,000","$300,000",Autorizado,Oro,4,1,3,413,🎟️​ Crecer frecuencia
1045,357,0,115250,Culiacan,2018-01-02,2025-08-25,10,7,7,"$115,632",$141,$987,0.6113375,"$160,000","$300,000",Autorizado,Oro,4,1,3,413,🎟️​ Crecer frecuencia
1046,358,0,219781.34,Culiacan,2017-12-31,2025-08-30,5,20,15,"$210,679",$52,$786,0.7222256809,"$257,000","$300,000",Autorizado,Platino,4,3,3,433,📈​ Crecer Monto
1047,359,0,107420,Culiacan,2018-01-04,2025-08-28,7,6,6,"$108,026",$199,"$1,258",0.60412,"$150,000","$300,000",Autorizado,Oro,4,1,3,413,🎟️​ Crecer frecuencia
1048,360,0,249952.06,Navolato,2018-01-09,2025-09-02,2,17,12,"$191,754",$187,"$2,311",0.8253357143,"$280,000","$300,000",Autorizado,Platino,4,3,4,434,🎟️​ Crecer frecuencia
1050,362,0,218993.31,Culiacan,2018-01-23,2025-09-03,1,13,15,"$239,815",$186,"$2,819",0.7042101695,"$295,000","$300,000",Autorizado,Platino,5,2,3,523,🎟️​ Crecer frecuencia
1051,363,0,287302,Culiacan,2018-01-04,2025-09-03,1,16,15,"$286,279",$282,"$4,279",90.24%,"$290,000","$320,000",Autorizado,Titanio,5,2,2,522,💎 Ancla de Negocio
1055,367,0,23821,Culiacan,2018-01-23,2025-08-30,5,3,2,"$22,649",$186,$334,0.2268666667,"$105,000","$300,000",Autorizado,Bronce,4,1,2,412,🎟️​ Crecer frecuencia
1056,368,0,115090.26,Culiacan,2017-01-15,2025-08-30,5,8,5,"$104,258",$275,"$1,469",0.3234,"$320,000","$320,000",Autorizado,Oro,4,2,3,423,🎟️​ Crecer frecuencia
1057,369,0,298118.55,Culiacan,2017-01-15,2025-09-03,1,30,19,"$244,886",$130,"$2,477",0.8068363636,"$330,000","$400,000",Autorizado,Platino,5,5,5,555,💎 Ancla de Negocio
1058,370,0,2099.84,Culiacan,2018-01-26,2025-06-21,75,0,1,"$5,558",$69,$69,0.0225,"$50,000","$300,000",Autorizado,Inicial,1,1,1,111,🫨 Reactivación
1059,371,0,290393.71,Culiacan,2018-01-17,2025-09-03,1,26,23,"$300,050",$175,"$3,928",75.62%,"$360,000","$360,000",Autorizado,Titanio,5,3,2,532,💎 Ancla de Negocio
1061,373,0,35661,Culiacan,2018-01-25,2025-08-30,5,7,3,"$26,514",$180,$467,0.2717333333,"$120,000","$300,000",Autorizado,Bronce,4,3,2,432,📈​ Crecer Monto
1062,374,0,104265,Navolato,2018-01-29,2025-08-30,5,6,4,"$99,632",$300,"$1,351",48.47%,"$190,000","$300,000",Autorizado,Plata,4,2,4,424,🔥 Mantener Racha
1065,376,0,82390,Culiacan,2018-02-08,2025-09-01,3,11,7,"$70,124",$48,$351,53.37%,"$160,000","$300,000",Autorizado,Plata,4,3,3,433,📈​ Crecer Monto
1064,377,0,143019.88,Navolato,2018-01-30,2025-09-01,3,8,7,"$141,332",$238,"$1,785",0.7678823529,"$170,000","$300,000",Autorizado,Oro,4,2,4,424,🔥 Mantener Racha
1066,378,0,151165.65,Culiacan,2018-02-01,2025-08-30,5,5,7,"$163,513",$239,"$1,753",0.4417864407,"$295,000","$300,000",Autorizado,Platino,4,1,2,412,🎟️​ Crecer frecuencia
1068,380,0,258944,Culiacan,2018-02-10,2025-09-01,3,23,17,"$284,262",$171,"$2,906",58.39%,"$400,000","$400,000",Autorizado,Titanio,4,3,2,432,💎 Ancla de Negocio
1069,381,0,145946,Culiacan,2018-02-03,2025-09-02,2,11,9,"$155,409",$229,"$1,950",0.6285285714,"$210,000","$300,000",Autorizado,Platino,4,2,2,422,🎟️​ Crecer frecuencia
1071,383,0,45886,Culiacan,2018-02-16,2025-09-03,1,4,4,"$77,382",$129,$558,17.21%,"$245,000","$300,000",Autorizado,Plata,5,1,2,512,🎟️​ Crecer frecuencia
1072,384,0,63427.23,Culiacan,2018-03-12,2025-09-01,3,7,4,"$60,515",$88,$367,66.73%,"$110,000","$300,000",Autorizado,Plata,4,2,2,422,🎟️​ Crecer frecuencia
1074,386,0,189098.59,Culiacan,2018-02-22,2025-08-27,8,11,12,"$201,207",$190,"$2,308",0.58393,"$300,000","$300,000",Autorizado,Platino,4,2,3,423,🎟️​ Crecer frecuencia
1075,387,0,148703.82,Culiacan,2018-04-17,2025-09-02,2,14,9,"$137,519",$176,"$1,615",0.8563,"$170,000","$300,000",Autorizado,Oro,4,2,4,424,🔥 Mantener Racha
1079,391,0,145252,Culiacan,2018-03-05,2025-09-03,1,7,8,"$142,771",$150,"$1,276",0.390665625,"$320,000","$320,000",Autorizado,Oro,5,1,4,514,🎟️​ Crecer frecuencia
1080,392,0,145372,Costa Rica,2018-03-12,2025-08-27,8,8,8,"$133,973",$210,"$1,649",0.5955457343,"$213,144","$300,000",Autorizado,Oro,4,2,4,424,🔥 Mantener Racha
1081,393,0,126814,Navolato,2018-05-03,2025-08-30,5,13,8,"$124,679",$190,"$1,516",0.681575,"$160,000","$300,000",Autorizado,Oro,4,2,3,423,🎟️​ Crecer frecuencia
1082,394,0,266524.73,Culiacan,2018-03-03,2025-09-01,3,12,14,"$268,048",$345,"$4,778",72.78%,"$330,000","$400,000",Autorizado,Titanio,4,2,2,422,💎 Ancla de Negocio
1085,397,0,109911.36,Culiacan,2018-03-16,2025-09-03,1,5,5,"$102,841",$288,"$1,486",0.4802458333,"$240,000","$300,000",Autorizado,Oro,5,1,3,513,🎟️​ Crecer frecuencia
1087,399,0,252522.37,Culiacan,2018-03-12,2025-09-03,1,11,12,"$237,945",$348,"$4,236",0.9761923077,"$260,000","$300,000",Autorizado,Platino,5,2,4,524,🏆 Candidata a Incremento
1090,402,0,218347.55,Culiacan,2018-03-19,2025-08-29,6,23,14,"$199,328",$218,"$2,975",0.6713566667,"$300,000","$300,000",Autorizado,Platino,4,4,3,443,📈​ Crecer Monto
1091,403,0,233584.72,Culiacan,2018-03-22,2025-08-28,7,18,12,"$192,502",$205,"$2,526",0.7954692308,"$260,000","$300,000",Autorizado,Platino,4,3,4,434,🎟️​ Crecer frecuencia
1092,404,0,242032,Culiacan,2018-03-20,2025-09-03,1,22,19,"$272,548",$143,"$2,717",82.98%,"$320,000","$320,000",Autorizado,Titanio,5,3,2,532,📈​ Crecer Monto
1093,405,0,101254.14,Culiacan,2018-03-20,2025-09-02,2,7,5,"$99,782",$267,"$1,421",52.09%,"$185,000","$300,000",Autorizado,Plata,4,2,3,423,🎟️​ Crecer frecuencia
1094,406,0,325301.54,Culiacan,2018-04-07,2025-08-27,8,18,18,"$297,815",$216,"$3,844",86.01%,"$330,000","$400,000",Autorizado,Titanio,4,2,2,422,💎 Ancla de Negocio
1098,410,0,97021,Culiacan,2018-04-01,2025-09-03,1,7,10,"$111,818",$116,"$1,099",0.4554085106,"$235,000","$300,000",Autorizado,Oro,5,1,3,513,🎟️​ Crecer frecuencia
1099,411,0,299191.5,Navolato,2018-03-28,2025-08-18,17,20,20,"$294,238",$113,"$2,247",99.73%,"$300,000","$300,000",Bloqueado (Automatico),Titanio,3,2,2,322,🏆 Candidata a Incremento
1100,412,0,300779.59,Culiacan,2018-03-28,2025-09-03,1,21,21,"$296,386",$179,"$3,663",85.98%,"$340,000","$400,000",Autorizado,Titanio,5,3,2,532,💎 Ancla de Negocio
1101,413,0,115467,Culiacan,2018-04-07,2025-08-26,9,13,8,"$97,862",$153,"$1,225",79.89%,"$125,000","$300,000",Autorizado,Plata,4,3,4,434,🎟️​ Crecer frecuencia
1104,416,0,379858.45,Culiacan,2018-04-09,2025-09-03,1,31,23,"$339,511",$184,"$4,273",97.94%,"$380,000","$400,000",Autorizado,Titanio,5,4,3,543,💎 Ancla de Negocio
1106,418,0,247746.71,Culiacan,2018-04-16,2025-09-01,3,13,14,"$244,909",$255,"$3,527",0.8253016949,"$295,000","$300,000",Autorizado,Platino,4,2,4,424,🔥 Mantener Racha
1108,420,0,61891,Culiacan,2018-04-19,2025-08-28,7,2,3,"$69,760",$276,$920,40.56%,"$130,000","$300,000",Autorizado,Plata,4,1,2,412,🎟️​ Crecer frecuencia
1109,421,0,121103,Culiacan,2018-04-25,2025-09-03,1,10,9,"$112,994",$40,$350,0.6745636364,"$165,000","$300,000",Autorizado,Oro,5,2,3,523,🎟️​ Crecer frecuencia
1110,422,0,183569.35,Culiacan,2018-04-27,2025-09-02,2,16,13,"$166,860",$62,$817,0.7740878049,"$205,000","$300,000",Autorizado,Platino,4,3,2,432,📈​ Crecer Monto
1111,423,0,144445,Culiacan,2018-04-17,2025-09-03,1,11,9,"$139,916",$148,"$1,356",0.7045794872,"$195,000","$300,000",Autorizado,Oro,5,2,4,524,🔥 Mantener Racha
1112,424,0,144410,Navolato,2018-04-16,2025-08-22,13,11,8,"$128,056",$243,"$2,025",0.7196742857,"$175,000","$300,000",Autorizado,Oro,4,2,4,424,🔥 Mantener Racha
1113,425,0,219957.04,Culiacan,2018-04-17,2025-09-02,2,16,13,"$238,064",$222,"$2,884",0.6904966667,"$300,000","$300,000",Autorizado,Platino,4,3,3,433,📈​ Crecer Monto
1114,426,0,313600,Culiacan,2018-04-18,2025-09-02,2,16,17,"$313,514",$281,"$4,732",94.60%,"$320,000","$320,000",Autorizado,Titanio,4,2,2,422,💎 Ancla de Negocio
1115,427,0,393994,Culiacan,2018-04-21,2025-09-02,2,25,22,"$409,072",$242,"$5,233",86.43%,"$400,000","$400,000",Autorizado,Titanio,4,3,3,433,💎 Ancla de Negocio
1117,429,0,175754.83,Culiacan,2018-04-23,2025-08-31,4,23,12,"$143,472",$99,"$1,225",0.6778311111,"$225,000","$300,000",Autorizado,Oro,4,4,4,444,🔥 Mantener Racha
1119,431,0,190303,Culiacan,2018-04-30,2025-09-03,1,9,10,"$179,778",$203,"$2,026",0.6339431558,"$226,514","$300,000",Autorizado,Platino,5,2,3,523,🎟️​ Crecer frecuencia
1122,434,0,31506.46,Culiacan,2018-06-06,2025-08-23,12,4,3,"$61,875",$76,$259,9.57%,"$288,000","$300,000",Autorizado,Plata,4,1,1,411,🎟️​ Crecer frecuencia
1123,435,0,112588,Culiacan,2018-04-27,2025-08-30,5,8,6,"$97,436",$283,"$1,555",64.98%,"$155,000","$300,000",Autorizado,Plata,4,2,4,424,🔥 Mantener Racha
1124,436,0,10784.66,Culiacan,2018-04-27,2025-08-19,16,1,2,"$17,996",$164,$328,0.115825,"$80,000","$300,000",Autorizado,Inicial,3,1,2,312,🥶Enfriándose
1125,437,0,146057.5,Culiacan,2018-05-16,2025-08-21,14,12,8,"$108,205",$124,$953,0.5681454545,"$220,000","$300,000",Autorizado,Oro,4,2,4,424,🔥 Mantener Racha
1126,438,0,291429,Costa Rica,2018-05-21,2025-09-03,1,25,16,"$244,872",$309,"$4,893",0.957590625,"$320,000","$360,000",Autorizado,Platino,5,4,5,545,🏆 Candidata a Incremento
